species_name,last_recorded,family,sampled_year,curation_tags,taxonomy_issue,location_issue,refindable,record_link,cat_no,record_notes,record_month,record_life_stage,record_coordinates,search_area,my_notes,habitat,habit,key_traits,flowering_months,flowering_months_numeric,inat_flowering_months,fruiting_months,associated_species,search_area_coordinates,similar_species,found,date_searched_mmddyy,month_searched,people_searching,search_capability,time_searched_mins,distance_walked_metres,path_link,life_stage,fertile_material_present,individuals_found,topography,weather,search_notes,other_notes,search_tags,2025_inat_link,coordinates_found,individual_or_multiple_search,linear_or_area_search,associated_species_known,search_again,searched_in_flowering_time,possibly_found_sterile,age_of_sample_years,volunteers_seen_before,minutes_till_found,quadrat_size_m2,abundance_density
Cassytha paniculata,1974,Lauraceae,1974,,N,N,Y,https://biocache.ala.org.au/occurrences/279e5fd6-2bf2-45ea-b8ff-dc8c9fce5c88,NSW274983,"Parasitic twiner (not host specific) occurring on many species including Acacia parramattensis, Angophora costata, etc. Localised. Material in FAA. National Park Station (2.8 km SSE of Sutherland), Royal National Park.",9,sterile,,https://www.gaiagps.com/map/?loc=15.3/151.0607/-34.0640&pubLink=qHpp5LSW2WIdVxq8TZvlWoGO&areaId=51080fa3-cbfe-419e-b6b6-fd57cc74ef4b,The species is not part of the key on PlantNET. Unsure how we would ID this. 26 iNat observations,,herbaceous twiner,,sep - apr,"9, 10, 11, 12, 1, 2, 3, 4",,,,"-34.06261, 151.05658",,N,6/18/2025,6,4,,69,2490,https://www.gaiagps.com/map/?loc=19.9/151.0559/-34.0612&pubLink=alBnDbK3uoJOqaFHshpODANN&trackId=cfcc6c17-2c49-427b-b4c9-2afd7bb8bca2,-,,0,4 - good,5 - great,"Thought we found right at the beginning of this search, but turned out to be Cassytha glabella. Along Rawsons Parade Trail. Growing on Leptospermum sp., Gahnia sp., localised on 3 plants",,R,-,-,M,A,Y,Y,N,,51,N,,,
Machaerina gunnii,1975,Cyperaceae,1975,,N,N,Y,https://biocache.ala.org.au/occurrences/cb721a58-1b16-48ac-9177-9efcd9a21a80,NSW688436,"Tufted sedge 70-80 cm high with green stems and orange seeds. Very common. [Drawn for Flora of NSW]. Bola Creek on Stevens Drive, ""In Banksia robur swamp with Chorizandra cymbaria, Baumea rubiginosa, Restio tetraphyllus ssp. meiostachyus, R. complanatus, Hakea teretifolia, Viminaria juncea, etc.""",5,fertile,,https://www.gaiagps.com/map/?loc=15.4/151.0466/-34.1698&pubLink=yIAq5srH0h2RKXz0hfwJFPdN&areaId=95f44392-9ca0-4f9a-acd6-e8ccdc675d7d,"We searched for this, and didn't find it already. Could go again? Another from 1975, also from Coveny, at Marley Lagoon / Marley Swamp.",Grows in swamps and by watercourses.,"Slender, tufted perennial with very short rhizome",,sep - feb,"9, 10, 11, 12, 1, 2",,,"Banksia robur, Chorizandra cymbaria, Baumea rubiginosa, Restio tetraphyllus ssp. meiostachyus, R. complanatus, Hakea teretifolia, Viminaria juncea,","-34.17041, 151.04321",,N,3/5/2025,3,2,,126,356,https://www.gaiagps.com/map/?loc=16.2/151.0407/-34.1689&pubLink=PCR9DAYYztiMElJIEHKGhGVA&trackId=a9b137a3-aa24-469c-9274-c37278e9e5b5,-,,0,2 - poor,4 - good,"extensive search along Bola Creek banks, lots of sedge and rush -like species collected. We didn't collect or find this though",,F,,,M,L,Y,,N,,50,N,,,
Machaerina rubiginosa,1975,Cyperaceae,1975,,N,N,Y,https://biocache.ala.org.au/occurrences/27a19703-54a4-4968-84a0-bd892c36a615,NSW687542,"Tufted sedge 70-80 cm high with green stems and orange seeds. Common. Bola Creek on Stevens Drive, Royal National Park. ""In Banksia robur swamp with Baumea gunnii, Restio tetraphyllus ssp meiostachyus, R. complanatus, Hakea teretifolia, Viminaria juncea, Chorizandra cymbaria, etc.""",4,fertile,,https://www.gaiagps.com/map/?loc=15.4/151.0466/-34.1698&pubLink=yIAq5srH0h2RKXz0hfwJFPdN&areaId=95f44392-9ca0-4f9a-acd6-e8ccdc675d7d,"Recorded same year in Marley Swamp. We already searched, dnf","Grows in swamps and other damp areas, on sandy soil.",Perennial with short stout rhizome.,,sep - feb,"9, 10, 11, 12, 1, 2",,,"Banksia robur, Baumea gunnii, Restio tetraphyllus ssp meiostachyus, R. complanatus, Hakea teretifolia, Viminaria juncea, Chorizandra cymbaria,","-34.17041, 151.04321",,N,3/5/2025,3,2,,126,356,https://www.gaiagps.com/map/?loc=16.2/151.0407/-34.1689&pubLink=PCR9DAYYztiMElJIEHKGhGVA&trackId=a9b137a3-aa24-469c-9274-c37278e9e5b5,-,,0,2 - poor,4 - good,"extensive search along Bola Creek banks, lots of sedge and rush -like species collected. We didn't collect or find this though",,F,,,M,L,Y,,N,,50,N,,,
Eurychorda complanata,1975,Restionaceae,1975,,N,N,Y,https://biocache.ala.org.au/occurrences/f530832e-7329-4211-91de-878452dd09d3,NSW391896,"Bola Creek on Stevens Drive, Royal National Park. ""In Banksia robur swamp with Restio tetraphyllus subsp. meiostachyus, Baumea rubiginosa, B. gunnii, Chorizandra cymbaria, Viminaria juncea, Hakea teretifolia etc.""",4,fertile,,https://www.gaiagps.com/map/?loc=15.5/151.0479/-34.1701&pubLink=yIAq5srH0h2RKXz0hfwJFPdN&areaId=95f44392-9ca0-4f9a-acd6-e8ccdc675d7d,"We already searched for this, and found it!","in sandy or peaty, poorly drained soils, usually in heath","Dioecious perennial herb, to 1.2m",only one species of Eurychorda in NSW,-,#N/A,,,"Banksia robur, Restio tetraphyllus subsp. meiostachyus, Baumea rubiginosa, B. gunnii, Chorizandra cymbaria, Viminaria juncea, Hakea teretifolia","-34.17041, 151.04321",,Y,3/5/2025,3,2,,126,356,https://www.gaiagps.com/map/?loc=16.2/151.0407/-34.1689&pubLink=PCR9DAYYztiMElJIEHKGhGVA&trackId=a9b137a3-aa24-469c-9274-c37278e9e5b5,fertile,Y,1,2 - poor,4 - good,"extensive search along Bola Creek banks, lots of sedge and rush -like species, likely lots of long unobserved spotted. Collected samples of a fair few, awaiting ID from herbarium as of 17/3/25. update: ID came back positive",,,https://www.inaturalist.org/observations/263963166,"-34.169876, 151.043243",M,L,Y,,#N/A,,50,Y,,64,
Cladium procerum,1975,Cyperaceae,1975,,N,N,Y,https://biocache.ala.org.au/occurrences/e62d554c-6b2a-4374-9eaf-28652b6ef956,NSW687641,"Perennial herb to 1 m high with brown spikelets. Common. Marley Lagoon, Royal National Park. ""At edge of lagoon with Eleocharis sphacelata, Baumea articulata, B. juncea, Juncus kraussii, etc.""",4,fertile,,https://www.gaiagps.com/map/?loc=16.3/151.1388/-34.1112&pubLink=S9IA79uWph2N8cZWQwwh9sjH&waypointId=ee40e9bd-1eb4-429a-b340-d402e2a92468,I think findable. Assuming on accessible south side of lagoon,Grows in coastal swamps and margins of lakes; sporadic,"Big rhizomatous perennials, forming big clumps",,sep - nov,"9, 10, 11",,,"Eleocharis sphacelata, Baumea articulata, B. juncea, Juncus kraussii","-34.11200, 151.13908",,Y,5/26/2025,5,2,,128,1007,https://www.gaiagps.com/map/?loc=14.0/151.1333/-34.1136&pubLink=BDqOP9hCaLVzte1uNqNUHqFA&trackId=d15485ca-8db4-474e-bdd7-7c1ea3d1f904,"fruits (? - sterile, old fertile material left over)",Y,many,1 - extreme,3 - sound,"Found! Very widespread along border of Marley Lagoon, forming dense patches. 100% groundcover. Didn't count individuals, my estimate is 40.",,,"https://www.inaturalist.org/observations/284229589 (me), https://www.inaturalist.org/observations/284202061 (Thomas)","-34.11222, 151.14010",M,L,Y,,N,,50,Y,13,64,
Bacopa monnieri,1975,Plantaginaceae,1975,,N,N,Y,https://biocache.ala.org.au/occurrences/6f8f19e7-2587-4720-8804-12ea2e2ce10a,NSW693364,"Marley Lagoon, Royal National Park. ""Scattered in damp sandy soil."" Prostrate herb with white flowers.",4,"fertile, flowers",,https://www.gaiagps.com/map/?loc=15.3/151.1391/-34.1124&pubLink=S9IA79uWph2N8cZWQwwh9sjH&waypointId=ee40e9bd-1eb4-429a-b340-d402e2a92468,"Potential issue with assuming south side of Marley Lagoon. But, it seems that Coveny will specify when it is not (i hope). Can also check entire margin of lagoon","Usually grows on the edge of freshwater or brackish pools or streams, sometimes submerged","Prostrate perennial, glabrous, rooting at nodes, often forming dense mats.",,sep - feb,"9, 10, 11, 12, 1, 2",,,,"-34.11200, 151.13908",,N,5/26/2025,5,2,,128,1007,https://www.gaiagps.com/map/?loc=15.3/151.1322/-34.1117&pubLink=BDqOP9hCaLVzte1uNqNUHqFA&trackId=d15485ca-8db4-474e-bdd7-7c1ea3d1f904,-,,0,2 - poor,3 - sound,"surprising not to find - potentially due to heavy rain making water level of Lagoon higher and submerging the species, especially as it typically grows on the egde of the water. Maybe we re-find next time. Can circumnavigate the whole lagoon next time",,"R, N",-,-,M,A,N,Y,N,,50,Y,,,
Alternanthera denticulata,1975,Amaranthaceae,1975,,N,Y,N,https://biocache.ala.org.au/occurrences/32a17df4-e9a7-499e-8f7c-0b8df184457c,NSW677051,"Audley, down stream from causeway, Royal National Park. ""In disturbed area where Casuarina glauca, Acacia irrorata, Cayratia clematidea, Physalis peruviana, Melaleuca styphelioides, Glochideon ferdinandi, Tropaeolum majus, etc. were growing.""",5,fertile,,,crazy widespread in Aus. seem on iNat e.g. 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Eclipta platyglossa,1975,Asteraceae,1975,,N,N,Y,https://biocache.ala.org.au/occurrences/242482a1-e4ab-41e7-9213-090b747f94d8,NSW587715,"Scattered. Weak herb with yellow flowers and leaves pale below. Burning Palms, Royal National Park. ""At edge of fresh water pool with Centipeda minima, colula longipes, Ranunculus, etc.""",4,"fertile, flowers",,https://www.gaiagps.com/map/?loc=15.8/151.0437/-34.1863&pubLink=lfvLhx7hzyCiqHUunyVDj4qf&areaId=729112f8-15f4-4a74-8b72-da04eef5e1f8,"I am somewhat optimistic about finding this, can search along the coast track and look out for fresh water pools. Found by Thomas, 2025",Grows in damp areas usually near water,"Prostrate or ascending slender annual or biennial herb to 25 cm high, rooting at node",,sep - may,"9, 10, 11, 12, 1, 2, 3, 4, 5",,,"Centipeda minima, Colula longipes, Ranunculus sp.","-34.18623, 151.04326",,N,7/29/2025,7,3,,54,800 (estimate),https://www.gaiagps.com/map/?loc=15.3/151.0427/-34.1862&pubLink=w7tpB2fLxWyUyUiB5FkKcZI3&trackId=a5288be3841ffeb539945e20a2f57c6c (for whole day),-,,0,1 - extreme,4 - good,"Searched for along with Leptinella longipes, along each creek intersecting the Coast Track along Burning Palms (area to the north and also the beach). No luck, lack of Juncus sp. that was mentioned in associated species, although no associated species were observed at all. Habitat didn't seem to match heaps, creek banks were often steep and rocky, not super swampy or densely covered with dead Livistona australis fronds. One patch which was flatter was a bit more promising, but no luck there also. Human disturbance, environmental change possible due to upgrades to track, high foot traffic. Also an annual, so maybe in seed at the time of search",,"F, H, N",-,-,M,A,Y,,N,,50,N,,,
Leptinella longipes,1975,Asteraceae,1975,,N,N,Y,https://biocache.ala.org.au/occurrences/466ea8c5-3f3d-43ec-a7c4-939b47dc8dfb,NSW514443,"Herb 5 cm high with cream flowers. Burning Palms, Royal National Park. ""At edge of fresh water pool with Centipeda minima, Ranunculus, etc. Juncus kraussii, J. vaginatus and J. homalocaulis also occurred nearby.""",4,flowers,,https://www.gaiagps.com/map/?loc=15.8/151.0437/-34.1863&pubLink=lfvLhx7hzyCiqHUunyVDj4qf&areaId=729112f8-15f4-4a74-8b72-da04eef5e1f8,same as Eclipta platyglossa (1975). Confident.,"Grows in swamps, chiefly in coastal districts",Stoloniferous perennial herb; branches prostrate,,jan - dec,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,,"Centipeda minima, Ranunculus, etc. Juncus kraussii, J. vaginatus and J. homalocaulis also occurred nearby.","-34.18623, 151.04326",,N,7/29/2025,7,3,,,,https://www.gaiagps.com/map/?loc=15.3/151.0427/-34.1862&pubLink=w7tpB2fLxWyUyUiB5FkKcZI3&trackId=a5288be3841ffeb539945e20a2f57c6c (for whole day),-,,0,1 - extreme,4 - good,"Searched for along with Eclipta platyglossa, along each creek intersecting the Coast Track along Burning Palms (area to the north and also the beach). No luck, lack of Juncus sp. that was mentioned in associated species, although no associated species were observed at all. Habitat didn't seem to match heaps, creek banks were often steep and rocky, not super swampy or densely covered with dead Livistona australis fronds. One patch which was flatter was a bit more promising, but no luck there also. Human disturbance, environmental change possible due to upgrades to track, high foot traffic.",,"H, N",-,-,M,A,Y,,Y,,50,N,,,
Ozothamnus adnatus,1975,Asteraceae,1975,,N,N,Y,https://biocache.ala.org.au/occurrences/8eedd797-e7dd-48f6-9135-9bf32ab5553c,NSW583753,"Palm Creek, S of Upper Causeway on Lady Wakehurst Drive, Royal National Park. ""1 plant on hillside above rainforest vegetation along creek with Trochocarpa laurina, Tristania laurina, etc.""",4,sterile,,https://www.gaiagps.com/map/?loc=15.4/151.0226/-34.1585&pubLink=bptDLFSs46VBXiCAKEdXJ96T&areaId=26033281-d280-4d73-80ed-9be0ed9523a6,"recorded as Helichrysum adnatum (syn.) - 1 of only 2 recorded as this! I Think we can find it, but maybe it is gone as there was only one observed","Grows in sclerophyll forest and woodland, usually on sandy soil",Heathlike shrub 1–2 m high,,sep - nov,"9, 10, 11",,,"Trochocarpa laurina, Tristania laurina","-34.15767, 151.02142",,N,6/10/2025,6,2,,42,1040,https://www.gaiagps.com/map/?loc=16.6/151.0214/-34.1580&pubLink=c6pFENIlVc9caEHUVHrTwPjN&trackId=3b77adb1-95d1-4d31-bd5c-8a00a9cc1e87,-,,0,3 - sound,4 - good,"DNF, searched both hillsides either side of Palm Creek. Found a good number of Trochocarpa laurina (associated species), but none of target species. Not unexpected, as only one individual was seen when last recorded. I wonder if this species would prefer a drier vegetation type with less fern, leaf litter and graminoid groundcover? All through search area, very abundant Livistona australis. ",,L,-,-,I,A,Y,,N,,50,N,,,
Cyperus laevis,1975,Cyperaceae,1975,,N,N,Y,https://biocache.ala.org.au/occurrences/ef9500b7-e768-4741-8923-b78f7e4a2f0c,NSW645102,"Tufted sedge 30-40 cm high with green spikelets. Scattered. Upper Causeway, 3.5 km ESE of Waterfall, Royal National Park. ""In rainforest area with Gahnia melanocarpa, G. aspera, Cyperus tetraphyllus, etc.""",3,fertile,,https://www.gaiagps.com/map/?loc=18.0/151.0289/-34.1526&pubLink=XEuH9jNSH3R9yk7w4KeBykNp&waypointId=ccfab586-ca39-4084-b70b-99f1c56189fa,Findable - was found on the same day as C. mirus (1975) so probably same spot at Upper Causeway picnic area,"Grows in forest, mostly in shady moist situations","Small, tufted perennial, sometimes proliferating",,sep - feb,"9, 10, 11, 12, 1, 2",,,"Gahnia melanocarpa, G. aspera, Cyperus tetraphyllus","-34.15252, 151.02870",,Y,6/16/2025,6,4,,101,1522,"https://www.gaiagps.com/map/?loc=17.1/151.0288/-34.1520&pubLink=F1MpfT7SFnmY2HT2VaNQ0TWC&trackId=af9714aa-a879-4c79-a384-e86918f66a1e (1), https://www.gaiagps.com/map/?loc=17.1/151.0288/-34.1520&pubLink=yyY8iZw49ILmXwVpq6BcdUHS&trackId=f2d5576c-fdf1-4a5a-a5de-e5dc16e77fc9 (2)",fertile,Y,1,3 - sound,5 - great,"1-2m back from eastern bank of Hacking River, Upper Causeway. Fine sandy soil on rainforest edge. Sprawling, messy segde to 20cm tall, medium green culms. Localised. Growing with Livistona australis, assorted ferns. Searched all around Upper Causeway and Hacking River, as well as along surrounding road edges (see Gaia Maps). Rainforest vegetation, also sandy riverbed and riverbank",,,https://www.inaturalist.org/observations/290066354,"-34.15383, 151.02838",M,A,Y,,N,,50,N,,64,
Cyperus mirus,1975,Cyperaceae,1975,,N,N,Y,https://biocache.ala.org.au/occurrences/7f78f064-5a12-408a-bab5-e2d6546ed413,NSW644678,"Tufted sedge 15-20 cm high with green spikelets. Upper Causeway [3.5 km ESE of Waterfall.], along Hacking River in the picnic area, Royal National Park. ""Scattered along river.""",3,fertile,,https://www.gaiagps.com/map/?loc=18.0/151.0289/-34.1526&pubLink=XEuH9jNSH3R9yk7w4KeBykNp&waypointId=ccfab586-ca39-4084-b70b-99f1c56189fa,see above,Grows in rainforest and other moist shady habitats,"Small, densely tufted perennial",,sep - feb,"9, 10, 11, 12, 1, 2",,,,"-34.15252, 151.02870",,N,6/16/2025,6,4,,101,1522,"https://www.gaiagps.com/map/?loc=17.1/151.0288/-34.1520&pubLink=F1MpfT7SFnmY2HT2VaNQ0TWC&trackId=af9714aa-a879-4c79-a384-e86918f66a1e (1), https://www.gaiagps.com/map/?loc=17.1/151.0288/-34.1520&pubLink=yyY8iZw49ILmXwVpq6BcdUHS&trackId=f2d5576c-fdf1-4a5a-a5de-e5dc16e77fc9 (2)",-,,0,3 - sound,5 - great,"Searched all around Upper Causeway and Hacking River, as well as along surrounding road edges (see Gaia Maps). Rainforest vegetation, also sandy riverbed and riverbank. Collected a few sedges, none were IDed to this.",,F,-,-,M,L,N,,N,,50,N,,,
Cyperus polystachyos,1975,Cyperaceae,1975,,N,Y,N,https://biocache.ala.org.au/occurrences/7fb968f4-edd6-443b-99a5-332cc5a32cc1,NSW649007,"Waterfall, Royal National Park. ""In grassy area in disturbed sites with Juncus vaginatus, J. sp. D, J. capillaceus, etc.""",3,fertile,,,seen by Thomas a few times e.g. 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Cyperus sanguinolentus,1975,Cyperaceae,1975,S,N,Y,N,https://biocache.ala.org.au/occurrences/505dadac-7e28-495d-97fb-bd3f546b7cf1,NSW649830,"Tufted sedge 20-25 cm high. Spikelets green with black marking. Stevens Drive, 6 km ESE of Waterfall, Royal National Park.  ""Scattered along roadside verges with Juncus articulatus, J. cognatus, J. prismatocarpus, J. sp. 'D'.""",3,fertile,,https://www.gaiagps.com/map/?loc=15.5/151.0597/-34.1544&pubLink=FdkYIibhBIp0XaXZ47NXHVYV&areaId=4de6851a-78ea-48fb-b51a-17ab37b4f3fc,maybe? can search along the roadside verges there but not sure if the search area is too big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Cyperus sphaeroideus,1975,Cyperaceae,1975,S,N,Y,N,https://biocache.ala.org.au/occurrences/8a280bf2-8846-43ea-a83c-294b4bb8441e,NSW649906,"Perennial herb 20-25 cm high with creeping rhizome and golden yellow spikelets. Common. below Governor Game Lookout, Royal National Park. ""In swampy area below rainforest.""",4,fertile,,https://www.gaiagps.com/map/?loc=14.8/151.0555/-34.1748&pubLink=9sZFVSYORMUn1DsVFA5nfN69&areaId=dcad58e1-ab8e-4054-9aaa-3601b3906181,"unsure about this one. Below Governor Game Lookout could mean different things, but surely if it was all the way down to North Era (coast) they would mention? probablt just search right underneath the lookout but I don't know how accessible that is. Also, swampy areas might not be until further down slope. Hence, have selected a large area for now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Eleocharis gracilis,1975,Cyperaceae,1975,,N,Y,N,https://biocache.ala.org.au/occurrences/7ba82c3d-8167-4bfb-8bbe-ff0b31fe917b,NSW655454,"Audley, along Hacking River upstream from Causeway, Royal National Park. ""In bog with Scirpus prolifer, Carex fascicularis, Juncus usitatus, J. effucus, J. sp. 'D', etc.""",5,fertile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Fimbristylis ferruginea,1975,Cyperaceae,1975,S,N,Y,N,https://biocache.ala.org.au/occurrences/25e1e8f2-29bf-4f86-9f95-e34baf2b12a7,NSW656184,"Between Bundeena and The Basin, Royal National Park. ""In saline area with Juncus krausii, Scirpus nodosus, etc.""",8,fertile,,,somewhat significantly sized area between Bundeena and The [Cabbage Tree ?] Basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Gahnia microstachya,1975,Cyperaceae,1975,S,N,Y,N,https://biocache.ala.org.au/occurrences/99fb2030-bad4-4a4d-8d3e-dba3932b71f1,NSW636602,"Audley (on track to Waterfall upstream from causeway), Royal National Park. ""On sheltered sandstone hillside above river in dry sclerophyll forest with Angophora costata, Alphitonia excelsa, Eucalyptus piperita, Banksia serrata, Doryanthes excelsa, etc",5,fertile,,,"I think they mean the Uloola track. that's quite long, and also all of it is upstream from the causeway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Gymnoschoenus sphaerocephalus,1975,Cyperaceae,1975,,N,N,Y,https://biocache.ala.org.au/occurrences/6c513b7b-14da-4e5c-b737-114c0d6e09e5#occurrenceDataset,NSW635842,"Tufted sedge to 1.5 m high, common. Curra Moors track, Royal National Park. ""In swamp with Lepidosperma forsythii, Hibbertia salicifolia, Lepyrodia scariosa, L. gracilis, Empodisma minus, Banksia robur, Restio complanatus, etc.""",5,fertile,,https://www.gaiagps.com/map/?loc=16.4/151.0751/-34.1583&pubLink=ftF4iDrhv4FjKLEZZWNG4trp&areaId=f620fc7c-72fa-4c15-95fd-035897993614,"Only one bit of swamp as per SEED maps along the path, I have faith",Grows in permanent swamps and on wet slopes,Big tussock-forming perennial,,sep - feb,"9, 10, 11, 12, 1, 2",,,"Lepidosperma forsythii, Hibbertia salicifolia, Lepyrodia scariosa, L. gracilis, Empodisma minus, Banksia robur, Restio complanatus","-34.15874, 151.07459",,Y,7/27/2025,7,3,,15,194,https://www.gaiagps.com/map/?loc=17.2/151.0757/-34.1572&pubLink=aid2HMnTrtzsDkPA8yMbmzTh&trackId=99db90bef43e4b75c466a4c3db44adf2,fertile,Y,2,4 - good,4 - good,"Found! both sides of Curra Moors track south. Quadrat only covered one side of trail edge. Dense swampy heath. Associated species: Banksia robur (right next to it), Gahnia sp.,",,,https://www.inaturalist.org/observations/301454995,"-34.15717, 151.07636",I,L,Y,,N,,50,N,13,64,
